Framework,Control ID,Control Name,Asset ID,Status,Evidence Name,Evidence ID,Verification Status,Last Updated
ISO 27001 (Assumed),A.12.4.1,Unknown Control,asset-EILT0197,Compliant,System Check: PowerShell Script Block Logging,auto-ev-EILT0197-A.12.4.1-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
SOC 2 Type II,CC9.2,Vendor Management,asset-EILT0197,Compliant,System Check: Audit Logging Policy,auto-ev-EILT0197-CC9.2-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
SOC 2 Type II,CC9.2,Vendor Management,asset-EILT0197,Compliant,System Check: PowerShell Script Block Logging,auto-ev-EILT0197-CC9.2-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
NIST Cybersecurity Framework,DE.CM-1,Security Monitoring,asset-EILT0197,Compliant,System Check: Audit Logging Policy,auto-ev-EILT0197-DE.CM-1-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
NIST Cybersecurity Framework,DE.CM-1,Security Monitoring,asset-EILT0197,Compliant,System Check: PowerShell Script Block Logging,auto-ev-EILT0197-DE.CM-1-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
Unknown,AU-2,Unknown Control,asset-EILT0197,Compliant,System Check: Audit Logging Policy,auto-ev-EILT0197-AU-2-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
Unknown,AU-2,Unknown Control,asset-EILT0197,Compliant,System Check: PowerShell Script Block Logging,auto-ev-EILT0197-AU-2-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
NIST Cybersecurity Framework,PR.AC-5,Network Segregation,asset-EILT0197,Non-Compliant,System Check: Risky Network Ports,auto-ev-EILT0197-PR.AC-5-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
NIST Cybersecurity Framework,PR.AC-5,Network Segregation,asset-EILT0197,Non-Compliant,System Check: LLMNR/NetBIOS Protection,auto-ev-EILT0197-PR.AC-5-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
Payment Card Industry Data Security Standard,PCI-4.1,Encrypt Transmission,asset-EILT0197,Compliant,System Check: TLS Security Config,auto-ev-EILT0197-PCI-4.1-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
SOC 2 Type II,CC6.7,Transmission Protection,asset-EILT0197,Non-Compliant,System Check: TLS Security Config,auto-ev-EILT0197-CC6.7-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
SOC 2 Type II,CC6.7,Transmission Protection,asset-EILT0197,Non-Compliant,System Check: LLMNR/NetBIOS Protection,auto-ev-EILT0197-CC6.7-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
NIST Cybersecurity Framework,PR.DS-2,Data in Transit,asset-EILT0197,Compliant,System Check: TLS Security Config,auto-ev-EILT0197-PR.DS-2-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
ISO 27001 (Assumed),A.10.1,Unknown Control,asset-EILT0197,Compliant,System Check: TLS Security Config,auto-ev-EILT0197-A.10.1-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
ISO 27001 (Assumed),A.12.5,Unknown Control,asset-EILT0197,Warning,Unnamed Evidence,N/A,N/A,2026-02-25T14:29:50.549067+00:00
ISO 27001 (Assumed),A.12.5,Unknown Control,asset-EILT0197,Warning,System Check: Prohibited Software,auto-ev-EILT0197-A.12.5-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
ISO 27001 (Assumed),A.12.5,Unknown Control,asset-EILT0197,Warning,System Check: Device Guard/WDAC,auto-ev-EILT0197-A.12.5-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
ISO 27001 (Assumed),A.12.6.2,Unknown Control,asset-EILT0197,Compliant,System Check: Prohibited Software,auto-ev-EILT0197-A.12.6.2-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
ISO/IEC 27001:2022,A.8.5,Secure Authentication,asset-EILT0197,Compliant,Unnamed Evidence,N/A,N/A,2026-02-25T14:29:50.549067+00:00
ISO/IEC 27001:2022,A.8.5,Secure Authentication,asset-EILT0197,Compliant,System Check: Maximum Password Age,auto-ev-EILT0197-A.8.5-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
ISO/IEC 27001:2022,A.8.5,Secure Authentication,asset-EILT0197,Compliant,System Check: Password Complexity,auto-ev-EILT0197-A.8.5-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
ISO/IEC 27001:2022,A.8.5,Secure Authentication,asset-EILT0197,Compliant,System Check: Password History,auto-ev-EILT0197-A.8.5-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
ISO/IEC 27001:2022,A.8.5,Secure Authentication,asset-EILT0197,Compliant,System Check: Minimum Password Age,auto-ev-EILT0197-A.8.5-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
Unknown,PCI-8.2.4,Unknown Control,asset-EILT0197,Compliant,System Check: Maximum Password Age,auto-ev-EILT0197-PCI-8.2.4-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
Unknown,PR.AC-7,Unknown Control,asset-EILT0197,Non-Compliant,System Check: Account Lockout Policy,auto-ev-EILT0197-PR.AC-7-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
Unknown,PR.AC-7,Unknown Control,asset-EILT0197,Non-Compliant,System Check: Idle Timeout (Screensaver),auto-ev-EILT0197-PR.AC-7-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
Unknown,PCI-8.1.6,Unknown Control,asset-EILT0197,Compliant,System Check: Account Lockout Policy,auto-ev-EILT0197-PCI-8.1.6-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
Unknown,AC-7,Unknown Control,asset-EILT0197,Compliant,System Check: Account Lockout Policy,auto-ev-EILT0197-AC-7-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
Unknown,PCI-8.2.3,Unknown Control,asset-EILT0197,Warning,Unnamed Evidence,N/A,N/A,2026-02-25T14:29:50.549067+00:00
Unknown,PCI-8.2.3,Unknown Control,asset-EILT0197,Warning,System Check: Password Complexity,auto-ev-EILT0197-PCI-8.2.3-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
Unknown,PCI-8.2.5,Unknown Control,asset-EILT0197,Compliant,System Check: Password History,auto-ev-EILT0197-PCI-8.2.5-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
Unknown,PCI-2.2.2,Unknown Control,asset-EILT0197,Compliant,System Check: Remote Desktop Service,auto-ev-EILT0197-PCI-2.2.2-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
Unknown,PCI-2.2.2,Unknown Control,asset-EILT0197,Compliant,System Check: WinRM Service Status,auto-ev-EILT0197-PCI-2.2.2-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
NIST Cybersecurity Framework,PR.AC-3,Remote Access,asset-EILT0197,Compliant,System Check: Remote Desktop Service,auto-ev-EILT0197-PR.AC-3-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
NIST Cybersecurity Framework,PR.AC-3,Remote Access,asset-EILT0197,Compliant,System Check: WinRM Service Status,auto-ev-EILT0197-PR.AC-3-2026-02-25T14:29:50.549067+00:00,Verified,2026-02-25T14:29:50.549067+00:00
