Framework,Control ID,Control Name,Asset ID,Status,Evidence Name,Evidence ID,Verification Status,Last Updated
ISO/IEC 27001:2022,A.5.22,"Monitoring, Review and Change Management of Supplier Services",asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.22-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.23,Information Security for Use of Cloud Services,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.23-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.24,Information Security Incident Management Planning and Preparation,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.24-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.25,Assessment and Decision on Information Security Events,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.25-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.26,Response to Information Security Incidents,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.26-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.27,Learning from Information Security Incidents,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.27-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.28,Collection of Evidence,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.28-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.29,Information Security During Disruption,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.29-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.30,ICT Readiness for Business Continuity,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.30-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.31,"Legal, Statutory, Regulatory and Contractual Requirements",asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.31-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.32,Intellectual Property Rights,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.32-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.33,Protection of Records,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.33-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.35,Independent Review of Information Security,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.35-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.36,"Compliance with Policies, Rules and Standards for Information Security",asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.36-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.37,Documented Operating Procedures,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.5.37-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.6.1,AI System Lifecycle,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.6.2,AI Design and Development,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.6.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.6.3,AI System Testing,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.6.3-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.6.4,Disciplinary Process,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.6.4-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.6.5,Responsibilities after Termination or Change of Employment,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.6.5-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.6.6,Confidentiality or Non-Disclosure Agreements,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.6.6-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.6.7,Remote Working,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.6.7-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.6.8,Information Security Event Reporting,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.6.8-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.7.1,Data Management,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.7.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.7.2,Data Quality,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.7.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.7.3,"Securing Offices, Rooms and Facilities",asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.7.3-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.7.4,Physical Security Monitoring,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.7.4-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.7.5,Protecting Against Physical and Environmental Threats,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.7.5-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.7.6,Working in Secure Areas,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.7.6-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.7.8,Equipment Siting and Protection,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.7.8-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.7.9,Security of Assets Off-Premises,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.7.9-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.7.11,Supporting Utilities,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.7.11-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.7.12,Cabling Security,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.7.12-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.7.13,Equipment Maintenance,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.7.13-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.7.14,Secure Disposal or Re-use of Equipment,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.7.14-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.9,Configuration Management,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.8.9-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.33,Test Information,asset-srihari-laptop,Compliant,System Check: Universal Non-Tech Controls Simulation,auto-ev-srihari-laptop-A.8.33-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
